,open,high,low,close,adjclose,volume,ticker
2021-01-04,60.7400016784668,61.040000915527344,57.36000061035156,58.060001373291016,56.285457611083984,832292,AMS.MC
2021-01-05,57.65999984741211,58.58000183105469,57.5,58.220001220703125,56.44056701660156,697035,AMS.MC
2021-01-06,58.619998931884766,59.880001068115234,57.540000915527344,59.58000183105469,57.75899887084961,973032,AMS.MC
2021-01-07,57.79999923706055,58.15999984741211,55.619998931884766,56.79999923706055,55.06396484375,1298370,AMS.MC
2021-01-08,57.459999084472656,57.63999938964844,56.540000915527344,57.099998474121094,55.35479736328125,888477,AMS.MC
2021-01-11,57.0,57.91999816894531,56.08000183105469,56.2400016784668,54.52108383178711,1742180,AMS.MC
2021-01-12,56.63999938964844,57.560001373291016,56.5,57.2599983215332,55.50990295410156,1956667,AMS.MC
2021-01-13,57.220001220703125,57.599998474121094,56.560001373291016,56.7400016784668,55.005802154541016,808011,AMS.MC
2021-01-14,56.84000015258789,57.29999923706055,56.52000045776367,57.29999923706055,55.54867935180664,1286776,AMS.MC
2021-01-15,57.13999938964844,57.31999969482422,56.0,56.20000076293945,54.482303619384766,1137821,AMS.MC
2021-01-18,55.81999969482422,56.47999954223633,55.70000076293945,56.31999969482422,54.598636627197266,785255,AMS.MC
2021-01-19,56.68000030517578,56.900001525878906,55.459999084472656,56.02000045776367,54.307804107666016,960522,AMS.MC
2021-01-20,56.31999969482422,57.31999969482422,56.0,56.7400016784668,55.005802154541016,744073,AMS.MC
2021-01-21,56.900001525878906,57.18000030517578,54.880001068115234,55.2599983215332,53.57102966308594,897975,AMS.MC
2021-01-22,54.7599983215332,54.97999954223633,53.720001220703125,54.84000015258789,53.16386795043945,814638,AMS.MC
2021-01-25,54.959999084472656,55.0,51.779998779296875,52.2599983215332,50.662723541259766,2387093,AMS.MC
2021-01-26,52.0,53.779998779296875,51.939998626708984,53.439998626708984,51.80665969848633,1268076,AMS.MC
2021-01-27,53.400001525878906,54.380001068115234,53.060001373291016,53.560001373291016,51.92299270629883,1196033,AMS.MC
2021-01-28,53.119998931884766,54.79999923706055,53.0,54.36000061035156,52.69853973388672,906299,AMS.MC
2021-01-29,53.5,54.08000183105469,52.220001220703125,52.540000915527344,50.93416976928711,1402959,AMS.MC
2021-02-01,54.08000183105469,54.099998474121094,52.900001525878906,53.13999938964844,51.515830993652344,914533,AMS.MC
2021-02-02,53.560001373291016,55.2400016784668,53.52000045776367,54.86000061035156,53.18326187133789,1970019,AMS.MC
2021-02-03,55.52000045776367,55.939998626708984,54.65999984741211,54.7400016784668,53.06692886352539,689434,AMS.MC
2021-02-04,54.939998626708984,55.47999954223633,54.619998931884766,55.29999923706055,53.60980987548828,781842,AMS.MC
2021-02-05,55.58000183105469,56.63999938964844,55.36000061035156,56.18000030517578,54.462913513183594,828710,AMS.MC
2021-02-08,56.060001373291016,56.7400016784668,55.7400016784668,55.7400016784668,54.0363655090332,706965,AMS.MC
2021-02-09,55.81999969482422,56.0,55.08000183105469,55.08000183105469,53.39653778076172,662652,AMS.MC
2021-02-10,55.439998626708984,55.52000045776367,54.5,54.79999923706055,53.125091552734375,1005546,AMS.MC
2021-02-11,54.7400016784668,55.52000045776367,54.02000045776367,54.099998474121094,52.44648742675781,683047,AMS.MC
2021-02-12,53.939998626708984,54.439998626708984,53.08000183105469,54.15999984741211,52.50465393066406,1054544,AMS.MC
2021-02-15,54.70000076293945,56.119998931884766,54.619998931884766,55.880001068115234,54.172088623046875,666300,AMS.MC
2021-02-16,56.040000915527344,56.560001373291016,55.5,55.58000183105469,53.881256103515625,636083,AMS.MC
2021-02-17,55.459999084472656,55.599998474121094,53.7599983215332,53.81999969482422,52.175045013427734,911727,AMS.MC
2021-02-18,53.79999923706055,53.91999816894531,52.959999084472656,53.08000183105469,51.457664489746094,1475958,AMS.MC
2021-02-19,53.2599983215332,55.619998931884766,53.15999984741211,55.15999984741211,53.474090576171875,1240020,AMS.MC
2021-02-22,54.65999984741211,56.31999969482422,53.939998626708984,55.91999816894531,54.21086120605469,1222058,AMS.MC
2021-02-23,56.619998931884766,60.7599983215332,56.41999816894531,59.20000076293945,57.3906135559082,2085620,AMS.MC
2021-02-24,59.2400016784668,60.5,58.97999954223633,60.0,58.166160583496094,1995514,AMS.MC
2021-02-25,60.7599983215332,61.540000915527344,58.79999923706055,58.91999816894531,57.119171142578125,1834136,AMS.MC
2021-02-26,59.599998474121094,61.63999938964844,57.220001220703125,57.5,55.74256896972656,1684114,AMS.MC
2021-03-01,58.060001373291016,62.15999984741211,58.040000915527344,62.099998474121094,60.20197677612305,1779005,AMS.MC
2021-03-02,62.0,62.439998626708984,61.459999084472656,61.900001525878906,60.008087158203125,1500244,AMS.MC
2021-03-03,62.31999969482422,62.97999954223633,60.13999938964844,60.5,58.65087890625,863295,AMS.MC
2021-03-04,60.0,61.52000045776367,59.720001220703125,61.5,59.62031555175781,1023756,AMS.MC
2021-03-05,61.13999938964844,61.279998779296875,59.13999938964844,59.400001525878906,57.584503173828125,1735840,AMS.MC
2021-03-08,60.02000045776367,61.41999816894531,59.52000045776367,60.040000915527344,58.20494079589844,1960895,AMS.MC
2021-03-09,60.29999923706055,60.63999938964844,59.58000183105469,60.0,58.166160583496094,1070231,AMS.MC
2021-03-10,60.099998474121094,61.779998779296875,58.70000076293945,60.939998626708984,59.077430725097656,1226619,AMS.MC
2021-03-11,62.0,62.70000076293945,61.0,62.70000076293945,60.78363800048828,1030250,AMS.MC
2021-03-12,62.959999084472656,63.5,62.29999923706055,63.5,61.55918502807617,1412779,AMS.MC
2021-03-15,63.79999923706055,63.880001068115234,61.81999969482422,61.81999969482422,59.93053436279297,966719,AMS.MC
2021-03-16,62.220001220703125,63.2599983215332,61.779998779296875,62.08000183105469,60.18259048461914,1066125,AMS.MC
2021-03-17,61.939998626708984,62.279998779296875,60.97999954223633,61.41999816894531,59.54275894165039,842012,AMS.MC
2021-03-18,62.0,62.5,61.70000076293945,62.0,60.10503005981445,859345,AMS.MC
2021-03-19,61.2599983215332,61.29999923706055,59.560001373291016,59.560001373291016,57.7396125793457,2167680,AMS.MC
2021-03-22,59.31999969482422,59.34000015258789,57.0,58.540000915527344,56.750789642333984,1089448,AMS.MC
2021-03-23,57.779998779296875,58.02000045776367,56.720001220703125,57.540000915527344,55.781349182128906,2307857,AMS.MC
2021-03-24,57.41999816894531,58.380001068115234,56.439998626708984,58.20000076293945,56.42117691040039,759497,AMS.MC
2021-03-25,58.0,58.86000061035156,57.400001525878906,58.58000183105469,56.7895622253418,865049,AMS.MC
2021-03-26,58.900001525878906,59.81999969482422,58.47999954223633,59.439998626708984,57.62327575683594,839621,AMS.MC
2021-03-29,60.13999938964844,60.13999938964844,58.560001373291016,58.939998626708984,57.13855743408203,738048,AMS.MC
2021-03-30,59.2599983215332,60.7599983215332,59.13999938964844,60.58000183105469,58.72843551635742,607532,AMS.MC
2021-03-31,60.70000076293945,61.2400016784668,60.040000915527344,60.380001068115234,58.5345458984375,813502,AMS.MC
2021-04-01,60.459999084472656,61.13999938964844,60.060001373291016,60.5,58.65087890625,759880,AMS.MC
2021-04-06,61.31999969482422,61.7400016784668,60.040000915527344,60.81999969482422,58.961097717285156,1111639,AMS.MC
2021-04-07,60.65999984741211,60.65999984741211,59.720001220703125,59.939998626708984,58.107994079589844,1004523,AMS.MC
2021-04-08,60.2599983215332,60.47999954223633,59.880001068115234,60.47999954223633,58.63148880004883,725541,AMS.MC
2021-04-09,60.36000061035156,60.41999816894531,58.779998779296875,58.779998779296875,56.98344421386719,616857,AMS.MC
2021-04-12,58.65999984741211,59.36000061035156,58.220001220703125,58.58000183105469,56.7895622253418,889612,AMS.MC
2021-04-13,58.880001068115234,58.939998626708984,57.29999923706055,58.099998474121094,56.3242301940918,914341,AMS.MC
2021-04-14,58.41999816894531,59.619998931884766,58.400001525878906,59.439998626708984,57.62327575683594,760476,AMS.MC
2021-04-15,59.459999084472656,59.540000915527344,58.619998931884766,59.08000183105469,57.2742805480957,598452,AMS.MC
2021-04-16,58.86000061035156,59.720001220703125,58.220001220703125,58.400001525878906,56.61506271362305,669260,AMS.MC
2021-04-19,58.31999969482422,59.439998626708984,58.15999984741211,59.099998474121094,57.29366683959961,803242,AMS.MC
2021-04-20,58.880001068115234,59.060001373291016,55.939998626708984,56.13999938964844,54.424137115478516,835892,AMS.MC
2021-04-21,56.41999816894531,57.599998474121094,55.91999816894531,57.599998474121094,55.83951187133789,1981804,AMS.MC
2021-04-22,57.86000061035156,58.91999816894531,57.560001373291016,58.880001068115234,57.08039474487305,799133,AMS.MC
2021-04-23,58.5,59.099998474121094,57.63999938964844,58.540000915527344,56.750789642333984,491054,AMS.MC
2021-04-26,58.52000045776367,60.220001220703125,58.41999816894531,59.70000076293945,57.875328063964844,601794,AMS.MC
2021-04-27,59.279998779296875,59.380001068115234,58.5,58.97999954223633,57.177337646484375,646289,AMS.MC
2021-04-28,58.97999954223633,59.02000045776367,58.15999984741211,58.36000061035156,56.5762825012207,848960,AMS.MC
2021-04-29,58.52000045776367,59.279998779296875,57.779998779296875,58.119998931884766,56.34362030029297,535441,AMS.MC
2021-04-30,58.13999938964844,58.279998779296875,56.70000076293945,56.70000076293945,54.96702194213867,672121,AMS.MC
2021-05-03,56.7599983215332,59.15999984741211,56.7599983215332,58.63999938964844,56.84772491455078,697978,AMS.MC
2021-05-04,58.84000015258789,60.040000915527344,56.86000061035156,57.08000183105469,55.33540725708008,911363,AMS.MC
2021-05-05,57.7599983215332,58.20000076293945,56.880001068115234,57.439998626708984,55.68440628051758,1154337,AMS.MC
